sensor_image,object_label,pose_x,pose_y,pose_z,pose_Rx,pose_Ry,pose_Rz,shear_x,shear_y,shear_z,shear_Rx,shear_Ry,shear_Rz,object_x,object_y,object_z,object_Rx,object_Ry,object_Rz
image_5.png,surface,0.0,0.0,1.915519399726772,-20.27031637250139,-14.901495146805775,0.0,4.309617907476879,-2.150828415354235,0.0,0.0,0.0,4.285810286143088,0,0,0,0,0,0
image_6.png,surface,0.0,0.0,1.7538354034648973,-3.807868537565665,-18.557526505758226,0.0,-2.2685656050298766,-4.174570004669555,0.0,0.0,0.0,-1.615972050989256,0,0,0,0,0,0
image_7.png,surface,0.0,0.0,2.404670258911513,-7.983755235587202,-1.077082401626235,0.0,-1.959386120258052,-2.6174848187484976,0.0,0.0,0.0,-4.269496618760251,0,0,0,0,0,0
image_8.png,surface,0.0,0.0,1.4146482100599032,-0.1132036725983801,24.66153600374604,0.0,-0.0208888462841729,-3.573472554295123,0.0,0.0,0.0,2.609887513280196,0,0,0,0,0,0
image_9.png,surface,0.0,0.0,1.1485590789534494,-3.199183970967947,0.93896024419064,0.0,3.8181454389540153,-0.0420538331066471,0.0,0.0,0.0,-1.3781987349491942,0,0,0,0,0,0
image_10.png,surface,0.0,0.0,1.732053250238105,14.088849842047868,10.830767083512486,0.0,-2.9879754901764377,3.857494024402413,0.0,0.0,0.0,2.824177634068011,0,0,0,0,0,0
image_11.png,surface,0.0,0.0,1.681270689443935,8.592631556144894,-20.502929337128503,0.0,1.9061152604630105,-1.8402288147875376,0.0,0.0,0.0,-0.3138517874712594,0,0,0,0,0,0
image_12.png,surface,0.0,0.0,1.2410482061563286,24.055523522111805,5.39003670298014,0.0,4.091681318458496,1.7725058316293527,0.0,0.0,0.0,-4.641188985185406,0,0,0,0,0,0
image_13.png,surface,0.0,0.0,2.709124591692765,-6.393561783743511,-2.913000791634501,0.0,-4.659973771164856,1.6319143713032211,0.0,0.0,0.0,0.9014184759561674,0,0,0,0,0,0
image_14.png,surface,0.0,0.0,2.3362955762164166,-22.839224936877446,2.924359702777029,0.0,-3.392018092959677,-0.2704539657502512,0.0,0.0,0.0,4.098952737847636,0,0,0,0,0,0
image_15.png,surface,0.0,0.0,1.0515823269791371,-3.0284654875834915,-2.3515020208490944,0.0,-3.270048863326468,2.6680071766161544,0.0,0.0,0.0,2.811346178251184,0,0,0,0,0,0
image_16.png,surface,0.0,0.0,2.08031911421557,-7.537647805308697,-1.226162019614683,0.0,-1.235682233647511,1.021703925003376,0.0,0.0,0.0,3.022623711153363,0,0,0,0,0,0
image_17.png,surface,0.0,0.0,1.3076063739003436,18.07110597269069,0.3248165475990786,0.0,-2.4407556835698285,-1.9291040327272069,0.0,0.0,0.0,0.0156688541486635,0,0,0,0,0,0
image_18.png,surface,0.0,0.0,2.0224402734933253,13.618320288104766,-17.166175311800338,0.0,3.2817349811357266,0.6644315579300983,0.0,0.0,0.0,-0.1812688761931147,0,0,0,0,0,0
image_19.png,surface,0.0,0.0,2.542505118745899,2.868826278576627,0.1792106191133988,0.0,-0.6685699713808357,2.9262493142840578,0.0,0.0,0.0,-0.6400325826535553,0,0,0,0,0,0
image_20.png,surface,0.0,0.0,1.8261072321301213,5.528716659458871,3.4474436278492666,0.0,-1.8987315534307068,0.847669928687013,0.0,0.0,0.0,1.9925688829848909,0,0,0,0,0,0
image_21.png,surface,0.0,0.0,2.193729777371799,3.160454599732753,-15.340864024348392,0.0,1.1966267460316171,0.4401679268223088,0.0,0.0,0.0,0.713340426648104,0,0,0,0,0,0
image_22.png,surface,0.0,0.0,2.0928778581183938,-8.790560214142209,21.185537175811685,0.0,-1.2220225094566093,2.978944582614401,0.0,0.0,0.0,0.3911081497774082,0,0,0,0,0,0
image_23.png,surface,0.0,0.0,2.1552117195160383,4.607934287414322,-14.29630426314151,0.0,1.0062322724530193,3.582318623832433,0.0,0.0,0.0,-0.8681389108901723,0,0,0,0,0,0
image_24.png,surface,0.0,0.0,1.956234269021316,10.063366438974668,-21.62102376800628,0.0,4.795932734778538,0.7547351142628259,0.0,0.0,0.0,4.399935271549113,0,0,0,0,0,0
image_25.png,surface,0.0,0.0,1.3340639297168906,-6.6429243064762975,4.465598531285549,0.0,-1.3265844981439936,-0.4517483943235612,0.0,0.0,0.0,2.152693375507281,0,0,0,0,0,0
image_26.png,surface,0.0,0.0,1.4832285390259174,-23.50501279096215,-7.046470769634313,0.0,-1.9633895155953056,2.721222537435008,0.0,0.0,0.0,-0.5330367164359862,0,0,0,0,0,0
image_27.png,surface,0.0,0.0,2.7880986932339,-14.567759093296727,-19.906486510956206,0.0,-0.2624543084612448,1.5631259471117391,0.0,0.0,0.0,2.460373660969635,0,0,0,0,0,0
image_28.png,surface,0.0,0.0,2.476412974719392,1.0670124402246512,-14.640161462915415,0.0,-1.1113934308842963,-2.051854370456256,0.0,0.0,0.0,-1.3508351990072365,0,0,0,0,0,0
image_29.png,surface,0.0,0.0,2.965731677113073,2.460904800938532,12.5628149967801,0.0,0.9059230502377684,2.319722088184705,0.0,0.0,0.0,-4.893162411125525,0,0,0,0,0,0
image_30.png,surface,0.0,0.0,1.1082601524887794,-17.02072421605451,-1.3554107462167393,0.0,4.173475609619082,1.249763921138846,0.0,0.0,0.0,2.5855470172690973,0,0,0,0,0,0
image_31.png,surface,0.0,0.0,1.633144209040627,9.617358810352384,15.619160951564496,0.0,-0.1122216553815211,-3.686945137594048,0.0,0.0,0.0,0.2107122669846548,0,0,0,0,0,0
image_32.png,surface,0.0,0.0,2.918575381061064,-5.072286255721573,14.50147849950195,0.0,-1.612294514337218,4.020958763362844,0.0,0.0,0.0,-3.650716327644964,0,0,0,0,0,0
image_33.png,surface,0.0,0.0,1.8787576218133424,5.677510874157259,-0.8863865367791307,0.0,2.2716559465535617,-0.9123096013705042,0.0,0.0,0.0,-3.083834612847569,0,0,0,0,0,0
image_34.png,surface,0.0,0.0,2.2086748926656794,-16.21344152393075,-12.864411213158268,0.0,-0.8601553032451875,-0.7375427647649847,0.0,0.0,0.0,2.120281617730714,0,0,0,0,0,0
image_35.png,surface,0.0,0.0,2.139482878526477,7.158975148139244,-9.883922597573832,0.0,2.382960811860528,-1.2429644476259385,0.0,0.0,0.0,-0.3306430186090034,0,0,0,0,0,0
image_36.png,surface,0.0,0.0,1.2813788064042917,20.141457135809247,-5.425661827304776,0.0,3.710747935670523,2.528636515762788,0.0,0.0,0.0,-3.623794637223537,0,0,0,0,0,0
image_37.png,surface,0.0,0.0,2.462208597056488,21.73849233353689,1.145841565540674,0.0,-1.188641456348969,0.0142110653356302,0.0,0.0,0.0,-0.3997365652504996,0,0,0,0,0,0
image_38.png,surface,0.0,0.0,1.1166251969538157,9.021957188374923,-16.4404615773836,0.0,1.0690902067011363,3.653146185724142,0.0,0.0,0.0,3.663896186188463,0,0,0,0,0,0
image_39.png,surface,0.0,0.0,2.075925782983814,-19.25750783806152,9.333106134995296,0.0,-0.5161833179727916,-1.916592667173421,0.0,0.0,0.0,-1.4636921135293024,0,0,0,0,0,0
image_40.png,surface,0.0,0.0,2.1052755684362645,23.848879580363647,4.267325170818994,0.0,-3.963308216776317,-2.5766988620996867,0.0,0.0,0.0,-3.9580721159634136,0,0,0,0,0,0
image_41.png,surface,0.0,0.0,1.4036969008049125,-8.366717420133655,-22.62388258171364,0.0,-0.6041729646029999,-1.161989979941192,0.0,0.0,0.0,0.526675848105973,0,0,0,0,0,0
image_42.png,surface,0.0,0.0,2.5008484510702584,-12.333789474272338,10.168916985646336,0.0,1.334224228837685,3.1016369828260872,0.0,0.0,0.0,-2.757919322040152,0,0,0,0,0,0
image_43.png,surface,0.0,0.0,2.7923536325005065,5.47876149716654,22.16842269215343,0.0,-3.449466044546556,3.425041819473176,0.0,0.0,0.0,-0.5210942827455787,0,0,0,0,0,0
image_44.png,surface,0.0,0.0,2.958135999115036,7.53981415583764,-16.840267397158858,0.0,-0.7879246843572147,1.9463688623075817,0.0,0.0,0.0,0.2326594810276319,0,0,0,0,0,0
image_45.png,surface,0.0,0.0,1.0536338722792622,11.422894429511423,-2.3386273274376186,0.0,-1.4196363439254245,-0.235255005385803,0.0,0.0,0.0,-3.738998348366496,0,0,0,0,0,0
image_46.png,surface,0.0,0.0,1.6194498136298154,-11.65328488423006,-14.48659779483511,0.0,3.7031481225038494,1.2268487075693664,0.0,0.0,0.0,-3.358651630522109,0,0,0,0,0,0
image_47.png,surface,0.0,0.0,2.849647626853025,17.810524789155284,-2.0723590748174803,0.0,1.8905501925387969,4.152221127776783,0.0,0.0,0.0,2.2025301006015585,0,0,0,0,0,0
image_48.png,surface,0.0,0.0,1.1010108140603758,-12.48477293380077,-12.53756208744117,0.0,2.168560085680263,4.188371558729936,0.0,0.0,0.0,4.44424395126598,0,0,0,0,0,0
image_49.png,surface,0.0,0.0,1.544050387167924,15.879354827627347,-7.489309051833275,0.0,2.9225085180533297,1.1357692475410288,0.0,0.0,0.0,1.50075494687278,0,0,0,0,0,0
image_50.png,surface,0.0,0.0,2.066777108667618,10.766135244726788,-4.5139999890794416,0.0,0.0174024846692926,1.6214110137101905,0.0,0.0,0.0,-3.4882039692084508,0,0,0,0,0,0
image_51.png,surface,0.0,0.0,2.480394278749153,2.864209950794979,-4.86213382158348,0.0,-3.7461717595248056,0.6972898224847761,0.0,0.0,0.0,-4.273147211659484,0,0,0,0,0,0
image_52.png,surface,0.0,0.0,1.4561128411149815,0.3215912959246395,-24.691346440637936,0.0,-2.267966640388716,4.076141937353732,0.0,0.0,0.0,-1.8051579994552969,0,0,0,0,0,0
image_53.png,surface,0.0,0.0,1.600688375627279,-7.5921319108526175,-19.77414636142338,0.0,-3.0082726657936973,-3.3957581420077583,0.0,0.0,0.0,3.518034173286756,0,0,0,0,0,0
image_54.png,surface,0.0,0.0,1.3890768584577893,-2.039548582450492,-13.98767617314523,0.0,-0.2482361828509673,3.529176207373276,0.0,0.0,0.0,2.8848486040497185,0,0,0,0,0,0
image_55.png,surface,0.0,0.0,1.8861241086573897,2.645879283725304,1.31089725791073,0.0,-1.5943342782167171,0.7711901730976675,0.0,0.0,0.0,-3.036385919596587,0,0,0,0,0,0
image_56.png,surface,0.0,0.0,2.00869209933272,-8.685467334555172,-8.637583485075668,0.0,2.660116422963988,3.626554608690337,0.0,0.0,0.0,0.6022455444614305,0,0,0,0,0,0
image_57.png,surface,0.0,0.0,2.7984539414013923,23.920740728444905,-1.558677241267472,0.0,0.9370041844647202,1.2967373776265778,0.0,0.0,0.0,0.363047047594768,0,0,0,0,0,0
image_58.png,surface,0.0,0.0,2.541508760875719,-2.622005677419105,-0.3086964535728538,0.0,0.2987182817273974,-1.3489133872764043,0.0,0.0,0.0,-2.6989936364401137,0,0,0,0,0,0
image_59.png,surface,0.0,0.0,2.430690101207923,-1.7127288233971123,-10.558861959200389,0.0,2.795959385702877,-3.62307000462307,0.0,0.0,0.0,-1.3527048401300767,0,0,0,0,0,0
image_60.png,surface,0.0,0.0,2.1453395163146003,-7.160528481326459,-22.196717636138647,0.0,2.35366002238462,-2.848496495578623,0.0,0.0,0.0,-2.075937277139185,0,0,0,0,0,0
image_61.png,surface,0.0,0.0,1.6571604051371218,-10.223141847729211,19.686657652490084,0.0,4.941897566066227,0.3494284315568136,0.0,0.0,0.0,-1.737668006048596,0,0,0,0,0,0
image_62.png,surface,0.0,0.0,1.1401538806166405,9.919962648598156,-9.87158826477738,0.0,-4.458970971554876,1.767280563943076,0.0,0.0,0.0,-0.4966653644536318,0,0,0,0,0,0
image_63.png,surface,0.0,0.0,1.5176152100143654,0.7733454840815369,-15.574747342859231,0.0,-0.9185641551710384,-1.861429597008846,0.0,0.0,0.0,-1.1221594547976013,0,0,0,0,0,0
image_64.png,surface,0.0,0.0,1.389374518048315,22.56806152163415,-0.3230158706398976,0.0,-1.3277478194426375,-3.3308541539839545,0.0,0.0,0.0,-4.145680398000824,0,0,0,0,0,0
image_65.png,surface,0.0,0.0,1.455794557559341,-11.133398908451497,-19.01676156535116,0.0,0.0965944788955368,-1.8477312996275648,0.0,0.0,0.0,1.2281217942023588,0,0,0,0,0,0
image_66.png,surface,0.0,0.0,1.4535497623593598,0.6690061350145106,-12.572355353575798,0.0,-3.812617993277356,1.2717033734410472,0.0,0.0,0.0,-0.6943986666789463,0,0,0,0,0,0
image_67.png,surface,0.0,0.0,1.861093363091889,-1.4569306193946274,-2.963489696479923,0.0,-0.6041667097128929,-1.9209236009690265,0.0,0.0,0.0,1.857141596732502,0,0,0,0,0,0
