sensor_image,object_label,pose_x,pose_y,pose_z,pose_Rx,pose_Ry,pose_Rz,shear_x,shear_y,shear_z,shear_Rx,shear_Ry,shear_Rz,object_x,object_y,object_z,object_Rx,object_Ry,object_Rz
data/sensor_images/image_1.png,surface,0.0,0.0,1.644399249658465,-20.27031637250139,-14.901495146805775,0.0,4.309617907476879,-2.150828415354235,0.0,0.0,0.0,4.285810286143088,0,0,0,0,0,0
data/sensor_images/image_2.png,surface,0.0,0.0,1.4422942543311217,-3.807868537565665,-18.557526505758226,0.0,-2.2685656050298766,-4.174570004669555,0.0,0.0,0.0,-1.615972050989256,0,0,0,0,0,0
data/sensor_images/image_3.png,surface,0.0,0.0,2.255837823639391,-7.983755235587202,-1.077082401626235,0.0,-1.959386120258052,-2.6174848187484976,0.0,0.0,0.0,-4.269496618760251,0,0,0,0,0,0
data/sensor_images/image_4.png,surface,0.0,0.0,1.018310262574879,-0.1132036725983801,24.661536003746036,0.0,-0.0208888462841729,-3.573472554295123,0.0,0.0,0.0,2.609887513280196,0,0,0,0,0,0
data/sensor_images/image_5.png,surface,0.0,0.0,0.6856988486918119,-3.199183970967947,0.93896024419064,0.0,3.8181454389540153,-0.0420538331066471,0.0,0.0,0.0,-1.3781987349491942,0,0,0,0,0,0
data/sensor_images/image_6.png,surface,0.0,0.0,1.415066562797631,14.088849842047868,10.830767083512486,0.0,-2.9879754901764377,3.857494024402413,0.0,0.0,0.0,2.824177634068011,0,0,0,0,0,0
data/sensor_images/image_7.png,surface,0.0,0.0,1.351588361804919,8.592631556144894,-20.502929337128503,0.0,1.9061152604630105,-1.8402288147875376,0.0,0.0,0.0,-0.3138517874712594,0,0,0,0,0,0
data/sensor_images/image_8.png,surface,0.0,0.0,0.8013102576954108,24.055523522111805,5.39003670298014,0.0,4.091681318458496,1.7725058316293527,0.0,0.0,0.0,-4.641188985185406,0,0,0,0,0,0
data/sensor_images/image_9.png,surface,0.0,0.0,2.636405739615957,-6.393561783743511,-2.913000791634501,0.0,-4.659973771164856,1.6319143713032211,0.0,0.0,0.0,0.9014184759561674,0,0,0,0,0,0
data/sensor_images/image_10.png,surface,0.0,0.0,2.1703694702705203,-22.839224936877446,2.924359702777029,0.0,-3.392018092959677,-0.2704539657502512,0.0,0.0,0.0,4.098952737847636,0,0,0,0,0,0
data/sensor_images/image_11.png,surface,0.0,0.0,0.5644779087239213,-3.0284654875834915,-2.3515020208490944,0.0,-3.270048863326468,2.6680071766161544,0.0,0.0,0.0,2.811346178251184,0,0,0,0,0,0
data/sensor_images/image_12.png,surface,0.0,0.0,1.8503988927694623,-7.537647805308697,-1.226162019614683,0.0,-1.235682233647511,1.021703925003376,0.0,0.0,0.0,3.022623711153363,0,0,0,0,0,0
data/sensor_images/image_13.png,surface,0.0,0.0,0.8845079673754295,18.07110597269069,0.3248165475990786,0.0,-2.4407556835698285,-1.9291040327272069,0.0,0.0,0.0,0.0156688541486635,0,0,0,0,0,0
data/sensor_images/image_15.png,surface,0.0,0.0,2.428131398432374,2.868826278576627,0.1792106191133988,0.0,-0.6685699713808357,2.9262493142840578,0.0,0.0,0.0,-0.6400325826535553,0,0,0,0,0,0
data/sensor_images/image_16.png,surface,0.0,0.0,1.532634040162652,5.528716659458871,3.4474436278492666,0.0,-1.8987315534307068,0.847669928687013,0.0,0.0,0.0,1.9925688829848909,0,0,0,0,0,0
data/sensor_images/image_17.png,surface,0.0,0.0,1.992162221714749,3.160454599732753,-15.340864024348392,0.0,1.1966267460316171,0.4401679268223088,0.0,0.0,0.0,0.713340426648104,0,0,0,0,0,0
data/sensor_images/image_18.png,surface,0.0,0.0,1.8660973226479924,-8.790560214142209,21.185537175811685,0.0,-1.2220225094566093,2.978944582614401,0.0,0.0,0.0,0.3911081497774082,0,0,0,0,0,0
data/sensor_images/image_19.png,surface,0.0,0.0,1.944014649395048,4.607934287414322,-14.29630426314151,0.0,1.0062322724530193,3.582318623832433,0.0,0.0,0.0,-0.8681389108901723,0,0,0,0,0,0
data/sensor_images/image_20.png,surface,0.0,0.0,1.6952928362766444,10.063366438974668,-21.62102376800628,0.0,4.795932734778538,0.7547351142628259,0.0,0.0,0.0,4.399935271549113,0,0,0,0,0,0
data/sensor_images/image_23.png,surface,0.0,0.0,2.735123366542374,-14.567759093296727,-19.906486510956206,0.0,-0.2624543084612448,1.5631259471117391,0.0,0.0,0.0,2.460373660969635,0,0,0,0,0,0
